store_name,Overall_Rating,name,Rating,text,publishedAtDate
Shell Worple Rd Raynes Park London SW20 8RE,3.5,Lachlan Thorpe,1,"Attendant yelled rudely at me and would not serve me because I was holding my phone in my hand while attempting to fill up, won’t be using shell again, awful customer service",2022-02-20T19:52:47.507Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,Miri Pisicuta,2,Small petrol station. It has a toilet but it's disgusting. Use only if you can't hold it no more.,2022-02-20T20:09:56.311Z
Shell 128-136 Beckenham Rd Beckenham BR3 4RH,3.8,Alan “Sherbdaddy” Sherbs,5,Surprising what w range they stock,2022-02-20T22:36:53.139Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,Kyle,5,Get fuel for the road,2022-02-20T22:55:18.449Z
Shell 85 London Rd Slough SL3 7RS,4.1,Your Grand Dad,5,"Great service from Sonia
REALLY PROFESSIONAL AND POLITE ATTITUDE
Thank you For your service
Best Regards
(SAI G LOGISTICS LTD)",2022-02-21T09:54:55.718Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Scott Jones,1,"Says open 24hrs, but it's not",2022-02-22T22:36:45.137Z
Shell 223 Harrow Rd London W2 5EH,3.7,Aurel Carapcea,1,"Good location but not always good services. In few occasions at least two pumps were not in use and the access to pump 8 and 4 blocked by a car, I hope didn't belong to staff. Some of the sale-persons will offer you what you are entitled to according to the company promotions, such as promo code cards, money back, etc. The others, especially during the day shift, will not mention a word even you use the app (obviously all the details about any promotion is there, on your account). I truly believe that what you suppose to get, one pound, a treat or a code for a spin should be offered straight away by sales-person. If you forget to ask the second option is to contact customer service. God forbid to find there, like I did, an agent that probably skipped the training because his line manager was too busy being manager and make you feel like a beggar. ""Please be informed that you should claim the game card on site during the transaction. This code which you have received is a one-time gesture of good will"" and sending you in the same email the promotion's T&C. There you will find two contradictory paragraphs; one mentioning about promo codes based on availability for everyone and the other will offer all the time a code for those who will pay-at-pump. I tend to believe 90% of the customers do not read T&C as long as they get a very clear message on the app as per photo attached. Guess what, when I mentioned in my complaint that I am expecting a response from a manager, the agent said: ""Unfortunately, It is not possible to discuss this matter with my manager."" I am wondering which is the professional level of the managers at least in London in a such a big and well known company. Customer service = zero. I will reserve my right to share my thoughts with the Shell Customer Service department in US.",2022-02-24T01:36:53.939Z
Shell 209 High St West Drayton UB7 7QP,3.2,Sara Carson,5,"I bought my fuel - expensive but hey ho - and then went to use the car wash - which was broken - thank you to the  young man who not only came to help me, but when the car wash still wouldn't work, jet washed my car and refunded the money. I struggled today with a bad back, but this young man went above and beyond the expected care today and I am very grateful for his help.",2022-02-24T08:53:50.196Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Raja Ahmed,5,Excellent service always come here never had a problem Ahil is very helpful top member of staff,2022-02-24T10:02:24.313Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Ish Kiyani,5,A very convenient petrol shop. The car washing facility and cash machine are convenient. The shop is in the great location (near the Willesden Green station). AHIL is very friendly 👌,2022-02-24T10:09:17.781Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Ovidiu Toderita,3,"Quite expensive and like all the other EV charging stations, the app is temperamental and can take ages to connect",2022-02-24T11:08:55.183Z
Shell Empire Way Wembley Park Wembley HA9 0EW,3.4,Daniel Mrowka,1,"Today I went to use the washing station of Shell and payed for 8 minutes.
Adter washing my car for 1 minute, the water stopped and I couldn’t continue washing my car.
As a result, I went into the store and the man there said that they will close off the washing station but they will not do anything about the fact that I payed for 8 minutes but used it for 1 minute only.
I asked for a rufund but was told I wouldn’t get one.",2022-02-26T11:24:18.194Z
Shell 106 Old Brompton Rd South Kensington London SW7 3RA,3.4,Dominik Kmiecik,4,Four stars 🌟,2022-02-26T20:04:31.388Z
Shell 360 Verdant Ln London SE6 1TP,3.7,G Mob,3,"Nice clean petrol station... Probably the cleanest I've been in, but the jet wash is NEVER working. I go out of my way to go here twice a month, and I'm going to have to find an alternative if this isn't fixed. The Shell station in Beckenham also has the same issue. If Shell aren't willing to put money into their properties maintenance then I'll simply find an alternate company who does. I just spent £80 as V-Power is now £1.70 per litre to fill my tank. Fix it.",2022-02-27T12:59:33.047Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Alex Alexander,5,"Really great for ev, enough space and amenities",2022-03-03T02:43:12.689Z
Shell 470 Larkshall Rd London E4 9HH,4.3,Lily Smith,4,"It’s in a good area it has a car wash, a shop and of course gives petrol but sometimes it is closed because there is no petrol left",2022-03-04T22:15:48.380Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,Jonas Petrauskas,1,Sells Russian petrol. I'd rather use a Flintstone mobile than use them again.,2022-03-06T09:24:54.546Z
Shell 134 West Hill London SW15 2UE,3.6,Jonas Petrauskas,1,Sells Russian petrol. I'd rather use a Flintstone mobile than use them again.,2022-03-06T09:25:14.726Z
Shell 276 Upper St London N1 2TZ,3.7,Sharmila Suhood,1,"Customer service is very annoying. Food is not baked properly 😕. Disastrous management.
Dirtiest toilet and on the whole Unhygienic place to be..",2022-03-07T18:07:28.609Z
Shell 134 West Hill London SW15 2UE,3.6,ccaa9944,1,Rubbish - Absolute rubbish. + Be careful you don't get fined for getting a jet wash.,2022-03-07T20:36:28.933Z
Shell 134 West Hill London SW15 2UE,3.6,STEVEN JOHNSON,1,"Driving out from central London,decided to stop here to get a Costa and sit inside and do some paper work. Spent about 1hour 25 mins sorting out paperwork and answering emergency calls on phone. Little did I realize that 2 weeks later I would receive a parking notice for £100!!!! Apparently according to Euro Car Parks you are not allowed to park there for that long and there are notices around site!!!! Unbelievable!!!! Never expected to get a PCN for having a cup of coffee. Did not see any such notices around the site at all. The site has Charging Points and Jet washes, surely some of these can take longer than this. Absolutely Joke!!!!",2022-03-08T08:55:32.884Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,Alec Burks,5,Standard petrol station with a few parking spaces,2022-03-08T10:08:05.811Z
Londis 1-13 Willoughby Ln London N17 0QU,2.8,Shafiqur Rahman,4,Life saver during no electricity or gas top-up with prepay cards/keys. Friendly staff but could do better. I guess its just the area itself isn’t that great making people grumpy. The atmosphere needs to improve with good people and good neighbours coming together,2022-03-08T22:44:28.441Z
Shell 134 West Hill London SW15 2UE,3.6,James Hemmings,1,BEWARE ! £60 Parking Ticket for using car wash.,2022-03-09T19:50:11.831Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,William Richardson,1,Poor customer service. Rude staff.,2022-03-11T08:41:41.876Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Gina Buijs,5,Helpful staff,2022-03-12T09:19:53.395Z
Shell Elstree Way Borehamwood WD6 1LB,3.4,Groucho Marks,3,Trying reasonably hard to help people make the transition over to electric cars. They do have a charging point and one of the two sockets does work but neither is compatible with my  vehicle. Don't get me started.....,2022-03-13T19:44:20.464Z
Shell 171 Thorpe Lea Rd Egham TW20 8HP,3.5,Marcus Oliver,1,NO STARS! Awful service waiting for minutes for staff to activate pumps. Diesel Prices hiked to 189.9p per litre last week when next nearest Shell was £174.9p. Absolute rip off! Avoid if you can.,2022-03-14T09:41:31.862Z
Shell 223 Harrow Rd London W2 5EH,3.7,Ganeshan Pratheepan,5,"Good customer service and customer toilet
Allways available.",2022-03-15T02:01:30.691Z
Shell 223 Harrow Rd London W2 5EH,3.7,Waiz M,1,"Dangerous petrol station, oil spillages everywhere and is a danger to pedestrians",2022-03-16T11:24:14.347Z
Shell 134 West Hill London SW15 2UE,3.6,Rossi Kwan,3,"Jet wash machine only has logo to tell how to use, it would be more useful to have text and details step for washing a vehicle.",2022-03-17T17:01:29.714Z
Shell 85 London Rd Slough SL3 7RS,4.1,Patrick Davis,5,"Very polite staff and good value car wash!
Please was very clean and have everything you need. Sadly the jet wash is broken but the automatic one worked very well!!",2022-03-19T19:36:37.169Z
Shell 2-4 New Cross Rd London SE14 5BE,2.4,Lynda Okeze,4,Good,2022-03-21T04:30:23.791Z
Shell 213-217 The Vale London W3 7QS,3.4,Tosh Mihalev,5,"Best machine wash in London.
Generous amount of foam and wax and helpful stAff.
The prices are better than anywhere else and if you don’t mind waiting it’s well worth the money. They also have stamp cards so every 5th wash is free of charge.
After the wash I fill up v power which as everyone knows is best for performance cars. shell make all petrol stations like this one!",2022-03-21T19:42:26.082Z
Shell 276 Upper St London N1 2TZ,3.7,Sotiris Papathomas,1,You pay a pound for water and air and there is no water in the machine….,2022-03-21T20:41:46.222Z
Shell 75 Balham Hill London SW12 9DP,3.2,Praveen Bala,5,Rally great experience from Shell Balham . I want to appreciate Mr Selva for  great customer service who is well knowledgeable about products and services.,2022-03-22T23:32:12.132Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Lucian BURGHIU,1,"The worse petrol station EVER !!
NO TOILETS !!!
Poor customer service !
Closing at 21.30 even the website said 24h !!!
AVOID !!!
I only used because it is the closers one to my needs!!!
Again, AVOID AVOID !!!

Update 11/03/2022
I'm refueling usually because of the size of vehicle at pumps 2, 4, 5, 7.
All are  have the stoper hold at handle damaged !!!  When you refueling more than 50l at hight tank you will fell that pain at your hand specially when you have medical condition like arthritis !👎
When I ask why are like this the gentleman from the counter told me to ask Shell !👎
Shell I'm refueling every single day more than 100l/day.... Sometimes 350 - 400...
I have arthritis and believe me : it's painful !  H & S said the same !
What you are saying ????🤔🧐
I'm not telling you pumps are limited at 100l and my card doesn't have limit on it... The ,,gentleman""  refusing all the time to put more than 200l... I need to go inside pay and come back to refuel... Go inside and pay again... No brainers !!!  Unlimited is unlimited !!!! 👎
Finded ESSO in Barking Rd  :)😉
Politie staff, 24h/day 👍👍

Update 23/03/2022
Shell this is a shame for you approving a place disgusting like this to run under your  badge !!!
No customer service, damaged pumps, arabish everywhere around the station, no toilets, disrespectful staff when you dare to ask something !
But you are top prices on the market ! Lol",2022-03-24T00:10:58.976Z
Shell 7 Rowan Rd London SW16 5JF,3.4,Dale Carnell,1,They are not passing on the 5p fuel cut. Greedy!,2022-03-24T08:57:15.848Z
Shell 209 High St West Drayton UB7 7QP,3.2,Potential Potatoe,5,"Great fuel. Keeps my car running fast and extreme economy. Their fuel is the best if you are looking to burn a building down or cause havoc.

Stacks on stacks, i am only spitting facts. P.P",2022-03-24T13:25:12.082Z
Shell 134 West Hill London SW15 2UE,3.6,Tasos Maragos,1,After 5 days received a fine because there was quewe to use the jet wash .Jet wash is fine but its rediculous they fine you for using the product simply because there was a quewe.In the future avoid..Soon they will.charge you for taking too much time to fuel up,2022-03-26T00:59:34.609Z
Tottenham Service Station 311 The Roundway London N17 7AB,4.1,Santini Mendici,1,Get some staff that want to work. Soooo ignorant,2022-03-26T20:17:57.463Z
Shell 882 Great West Rd Isleworth TW7 5LW,3.5,Ank Raj,5,Convenient location.,2022-03-26T21:02:45.620Z
Shell 53 Sewardstone Rd London E4 7TA,3.4,Rob Nagamah,4,Easy to get too. Good availability of petrol. Disappointed the car wash not working. Nice staff and clean store,2022-03-27T08:51:50.890Z
Shell 134 West Hill London SW15 2UE,3.6,Adrian M,1,"Long queues for the jet wash then received a £100 penalty charge through the post for ""parking"" longer than the permitted 30 minutes. A trap.",2022-03-28T07:17:35.044Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Laszlo Rabi,1,No Toilet.,2022-03-28T09:45:24.524Z
Shell 223 Harrow Rd London W2 5EH,3.7,Hobby Kliks,5,Good customer service,2022-03-28T22:52:34.746Z
Shell 171 Thorpe Lea Rd Egham TW20 8HP,3.5,Steve Evans,4,Good for refuelling vehicles.,2022-03-29T18:36:29.135Z
Shell 134 West Hill London SW15 2UE,3.6,Attaks Yaw,1,"Rubbish I got a ticket for using the jet wash and vacuum

On the 17 March 2022 about 65 people were fined just for cleaning their cars",2022-03-30T10:03:23.348Z
Shell Worple Rd Raynes Park London SW20 8RE,3.5,nataledun,1,"The service is horrible, the staff (his name is Magash) treated me as if i was going to steal the petrol. I spent about 5min in the car counting the exact money to pay. He came yelling asking to pay, and when i came in he refused  to give me a complaint form and even he took me and my car a picture from HIS phone, thats not even legal. During this time in the shop he was yelling “I DONT CARE” and more nonsense. Very poor service, hope i can talk with the manager.",2022-03-30T16:14:58.101Z
Shell 134 West Hill London SW15 2UE,3.6,Luís Matos,1,Jetwash is broken most of the time and when it breaks they don't fix it for several weeks. Most of the tone only 1 out of 4 is working. Disappointing.,2022-03-31T20:41:45.255Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,neti marku,1,NOT 24/7,2022-04-01T03:30:18.802Z
Shell 134 West Hill London SW15 2UE,3.6,ALB Decor,1,"I have stopped many times at this petrol station to get fuel and wash my van, but last time i went there its was a big queue at the car wash section, so i decided to queue for about 40min, after 2 weeks i received a penalty for overstaying, W.T.F? getting a ticket for queueing? there is no way i am paying any money to these Scammers!!",2022-04-01T19:38:08.304Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,polo 35 stevie,5,Not Bad,2022-04-02T19:54:46.193Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Steve Carter,5,Great set up and would use again.,2022-04-03T15:30:47.438Z
Shell 134 West Hill London SW15 2UE,3.6,Elie Teboul,1,"Probably the worst experience in a petrol station. Queued 30 mins to wash the outside of my car, then another 10 to hoover the inside and then again to fill it up with petrol. All in all I spent £70 only to receive a £100 fine a few days after because “my vehicle was parked longer than the maximum period allowed”. I was never parked, just queuing and using the services. What a joke.",2022-04-03T15:31:19.182Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Jo Men,5,"It’s a absolutely awesome charging station, but, I can’t think a good reason for blocking access early morning. It should be available 24hr.",2022-04-04T04:59:06.582Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Simon Yapp,1,"4th April Closed for filming! NO shell, don’t build key infrastructure and then close it for 4 hours when we rely on it. Do the filming at night or provide temporary rapids on a lorry. You can afford this. Poor show.",2022-04-04T10:25:48.762Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Constantin Irimia,1,No toilets and £40 limit for fuels…,2022-04-04T19:48:41.747Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,Constantin Irimia,2,My lucky night 🙂,2022-04-04T19:59:34.749Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,Rob Nagamah,2,"Average petrol station.  Can get busy with a car garage behind,  cars coming in and out. Only a 20min stop here. Unfortunately the shell qpp discount for 10% off is not honered here. Staff was friendly enough.",2022-04-06T16:05:43.523Z
Shell 103-105 Pinner Rd Harrow HA1 4YW,3.1,david s (Mustard),5,Lovely friendly staff.  .  Always a big smile when I pay 😊😊😊😊  and a big selection of grocery.   Cheers yo you all 👍,2022-04-07T12:49:55.213Z
Shell 49 Tadema Rd London SW10 0NY,4.3,Jack Lyttle,5,"Small garage and shop but has a little of everything, staff seemed friendly, customer toilet & costa machine.",2022-04-07T13:59:37.307Z
Shell 237-239 Roehampton Ln London SW15 4JZ,3.2,David Burke,5,Great choice of shopping inside the waitrose shop,2022-04-07T17:56:32.626Z
Shell 139-149 Whitechapel Rd London E1 1DT,3.3,Beppe Sollai,4,Normalissimo distributore uguale a migliaia,2022-04-07T19:50:47.602Z
Shell 165 Shooters Hill Rd London SE3 8UQ,4,Aminul islam,5,Excellent service and very clean . Friendly staffs.,2022-04-07T23:08:46.672Z
Shell 409 Kilburn High Rd London NW6 7QE,3.2,Bipratush Rajan,1,It was 22:30 at night on Friday and they literally close the door. And the customer service assistant refuse to sell coffee. He was selling Only petrol and provably stuff that close by him. Absolute disgrace,2022-04-08T21:48:28.529Z
Shell 134 West Hill London SW15 2UE,3.6,Mustapha Toke,1,"Useless, what a pointless waste of space. The only good thing there is the people who work there. A 24hr garage but you can't go in. Close now.",2022-04-08T22:19:26.806Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,N Praba,5,Very good service and very good place and allows good price,2022-04-09T20:49:07.416Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Adam Waddell,1,"Terrible experience - and a complete con. Chargers are, to be fair, pretty fast - but at 49p per kwh, it's also expensive. But that was the least of my worries. They take a £30 deposit on your card - and then refund what you don't use. That was 6 weeks ago but I've still not had the refund, so I went into the station 2 weeks ago to ask why. They just shrugged their shoulders and said 'its nothing to do with us - you need to speak to Shell head office', who in turn suggested that I send an email. I did that 2 weeks ago and have still not had the courtesy of a response. This isn't good enough. I'll not be going back and suggest you avoid it too...",2022-04-10T17:07:44.620Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Robert Smith,5,"Loved this please. Fast chargers , cage , shop. The future of electric car charging stations is right here",2022-04-10T20:26:33.932Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,M O,5,"Nothing bad to say about this petrol station.  Staff are very approachable . Got jet wash amazon locker for your parcels. Convenience store, air and water",2022-04-11T21:39:10.124Z
Shell 134 West Hill London SW15 2UE,3.6,David Griffin,5,"***Updated from 1 to 5 stars.***  Great facilities and management. I got a £100 parking charge notice due to queuing for the car wash for 45 minutes and spending 15 minutes to wash my car. I never even parked, pumped fuel or charged in the electric bays. There were a dozen or more vehicles queuing for the car wash during this time so I’m assuming all of them received a fine as well. I was fuming at first and wrote my 1 star review…but when I went to the station to let them know my issue, they immediately said bring in my PCN and they’ll cancel it. No hassle at all. They said in the future to just let the cashier know if you plan to be on the forecourt for more than 30 minutes and they’ll accommodate you.",2022-04-12T07:35:37.278Z
Shell Staines Rd Twickenham TW2 5JA,2.9,David Dermondy,1,I would have given no stars if I was able.. unlike most shell petrol stations this one is awful. Went there today and wasn't aloud to fill up and was told that my tank was full?? Do the simpletons you currently employ there not realize that we all have fuel gauges in the car?? Not happy at being lied to. When I entered the shop to pay I was met with a bad attitude from the start. Your employee was rude offensive and fowl mouthed. Unlike the majority of shell service stations this location is the worst.. if you can I would recommend you drive on to any of the other stations in the area you will get a much less confrontational experience..,2022-04-12T21:42:54.895Z
Shell Marylebone Rd London NW1 5AR,2.1,Meytha Ahmed,5,Very convenient store has what I need and perfect to go to before a road trip or filling my rental before return,2022-04-13T10:16:54.941Z
Shell Ebury St London SW1W 9QJ,2.8,James Birch,3,It is my bad experience :(,2022-04-13T14:50:49.519Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Antonio Freitas,1,"Very bad service, the most of the time no fuel. No costumers help. No safety signals when they do some works with the fuel machines. Very bad for shell",2022-04-13T17:47:52.115Z
Shell 445-453 Wick Ln Bow London E3 2TB,3.3,Antonio Freitas,1,"Never has fuel, no trust patrol station",2022-04-13T17:58:11.761Z
Shell 279-289 N Woolwich Rd London E16 2BB,1.6,Mark McGuinness,1,Was closed at 23.20 despite being listed as open 24 hrs. There is nothing else around the area so this was a problem,2022-04-14T22:26:23.473Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Londonos UK,4,"They don't have small milk bottles, it's a requirement for the people who travel.",2022-04-17T20:42:42.126Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Bimeny Ponsiano,5,I live locally and I have watched this place  completely transformed from the traditional gass station to what what our future is headed.  Its pleasing to see a giant like Shell not just taking on but being at the forefront of change.  This station is a promise for  a reduced air pollution in London.  So a very well done and hope more will be done to the rest of the stations in the area,2022-04-19T08:33:55.227Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,Liam Dibley,1,"Very poor service and to add we now have a fine for waiting to get fuel, absolutely disgusting.

We will be reporting as this should not be allowed.",2022-04-19T10:52:33.004Z
Shell 882 Great West Rd Isleworth TW7 5LW,3.5,Sj Jaison,5,"Balan has served me at shell Osterley always friendly and welcoming staff like this is always excellent me and my family uses this petrol pump alot.

Thank you balan for helping my sister fill up in her new car!",2022-04-19T15:15:11.517Z
Shell 222-224 Fulham Palace Rd London W6 9NT,2.9,lilyroa18,5,Great customer service and well-stocked shop,2022-04-20T06:47:26.185Z
Little Waitrose At Shell 11 Colney Hatch Ln Muswell Hill London N10 1QB,4.1,Goktay Tujen,5,Küçük yol üzerinde ihtiyaçlarınızı karşılayabileceğiniz bir Market,2022-04-20T10:38:38.824Z
Shell 106 Old Brompton Rd South Kensington London SW7 3RA,3.4,ROKOS London,3,"No air:
the website for this station promotes air, but they do not have air.",2022-04-20T16:29:28.308Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Kerry McCallum,5,Visited after the 2022 refit. Completely new and spacious petrol station now. Friendly staff member behind the counter gave excellent service and the little Waitrose is perfect for picking up the essentials.,2022-04-20T19:31:48.223Z
Shell 140 Northolt Rd South Harrow Harrow HA2 0EG,3.7,Martin Kozoll,2,"worst nightmare that comes true, no costa machine!!!",2022-04-22T12:26:23.331Z
Shell 262 Martin Way London SW20 9BZ,4.1,Radomir Ivanov,2,Worst machine car wash I've ever been to...,2022-04-23T17:13:06.026Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Hatim Rouas,5,"It's great place to recharge unfortunately it closes so early
We love it to be 24hrs
No harm or noise for residents It's all electrical no idling plus most drivers stay inside their car surfing their mobile phones I can't see any problems if it opens 24hrs",2022-04-25T02:34:47.937Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Cassy “Cass” Pryce,3,Very extortionate,2022-04-26T18:03:24.842Z
Shell 104-116 Holloway Rd London N7 8JE,3.7,2J J,1,"Tricky when you want to access the Air and Water services, be carefull as if you take long to fill your car tyres you likely to get a £60 fine for taking long. Better yet it is positioned next to the electric car charging spot so your likely to get a fine for parking in the electric car charging spot. Strange🤔",2022-04-27T18:42:36.305Z
Shell A402 104-105 Bayswater Rd London W2 3HJ,2.7,Jase Bourne,5,"Excellent experience at this Little Waitrose - this gentleman Marion went out of his way to assist with my online return of a John Lewis item. The service here is certainly better than the Waitrose on Porchester Road (which is 10x bigger) - shockingly, JL online returns service is non-existent!",2022-04-29T07:28:43.711Z
Shell Grosvenor Rd Pimlico London SW1V 3JY,2.8,Ben Smith,1,Toilet out of order.,2022-04-29T09:00:03.063Z
Shell Staines Rd Twickenham TW2 5JA,2.9,James Gawman,1,Useless. Toilet out of order. Staff unhelpfull.,2022-04-29T09:30:03.110Z
Shell 21 Pinner Grn Pinner HA5 2AF,3.7,Baxter Benson,5,Their fuel give more range then other super markets fuel pumps,2022-04-29T17:38:16.908Z
Shell 144-150 Upper Clapton Rd London E5 9JZ,3.4,Renato Congias,3,A very busy petrol station on a very busy road,2022-04-29T20:25:26.365Z
Shell B466 55 High Rd Ickenham Uxbridge UB10 8LF,3,Brian Steptoe,4,Plenty of parking for people shopping but does get busy. Not the cheapest fuel in the area either.,2022-04-29T20:52:14.824Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Gordon K,4,Thee way forward except for the price. As always Shell reserve the right to be most expensive so will only used when essential,2022-04-29T22:01:28.209Z
Shell 470 Larkshall Rd London E4 9HH,4.3,afzal sindhi,1,you will get parking ticket to use their Car wash.,2022-04-30T00:44:51.381Z
Shell 109-113 York Wy London N7 9QE,3.8,Bearous 7,1,No one at the window to serve never use to be like this,2022-04-30T23:21:30.964Z
Shell 529 Yeading Ln Northolt UB5 6LW,3.4,Jovan Preradovic,1,"Take received and check, adding items that you didn't buy and charge you for it!!!!¡",2022-05-01T13:16:30.910Z
Shell 93-113 Park Rd London N8 8JN,3.4,Julie Adams,1,Quite Rude customer service. Bought two items today and was polite and just got grunts in response. Won't be coming here again.,2022-05-01T14:51:13.704Z
Shell 262 York Rd London SW18 1TP,3.5,marius lacatis,1,rude staff  ...they don't give me receipts...find excuses..  avoid this place.,2022-05-05T13:51:42.223Z
Shell London Rd Virginia Water GU25 4QF,3.1,Laurynas Vasiljevas,1,Very bad experience car wash not working properly not spraying shampoo stuff member didn’t want to refund my money very unprofessional stuff working!!!,2022-05-06T05:55:11.702Z
Little Waitrose At Shell Holloway 104-116 Holloway Rd London N7 8JE,4.3,Pete Healy,4,Was open for fuel when a lot of stations were closed!,2022-05-06T11:23:15.981Z
Shell 134 West Hill London SW15 2UE,3.6,Rob Meyer,5,"One of the most resourceful petrol stations in London. 24 hours, great staff and everything you could possibly need. The people giving bad reviews here are those who have chose to queue for 40 mins for a self car wash. Who does that 😅 there are ample hand car washes around for the same price with much less queuing so don’t believe the haters.",2022-05-07T07:16:49.033Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Cloudi _Sky,1,"Turned up there at 04:42 and was told they were closed. You should change your advertised hours, as they state, open 24hrs. Plus the person wouldn’t say when you open, just kept saying ‘we’re closed’.",2022-05-11T03:58:32.044Z
Shell SELECT 369 A406 Neasden London NW10 0SH,4.2,the bearded photographer,5,Good station,2022-05-11T04:14:24.730Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,wojciech Mosek,1,All shell finish with LPG( the cleanest fuel so far) they don’t care about pollution look like whole UK doesn’t care,2022-05-11T13:11:29.581Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,David Clark-Bell,4,This was a nice facility for electric cars to charge they were very nice to have somebody Outdoors helping people and set up in charge and it really was a very good experience indoors there was a wealth of options to buy from the shop inside but the toilets were really not clean and I do think they needed it deep clean for such a new store,2022-05-12T06:35:22.085Z
Shell Staines Rd Twickenham TW2 5JA,2.9,M Rahman,1,Today 12-05-2022 time 11:26 went to counter to pay and the guy ask me to give him very good review in my shell mobile app and I didn’t know what he talking about and suddenly he took my phone from my hand and he give review him self . This is absolutely ridiculous customer service. Shell management need to improve their customer service,2022-05-12T17:00:27.863Z
Shell 369 A406 Neasden London NW10 0LH,3.7,M Khan,1,Very rude staff. Called him to ask for the price and interrupted and didn't listen to what I asked for. Will not go to this petrol station. They need to hire proper staff.,2022-05-12T19:23:53.806Z
Shell 134 West Hill London SW15 2UE,3.6,Fernando Perera,1,"AVOID AVOID SCAMMERS. To all the people getting scammed by these petrol stations after using their services and getting a £100 fine we should get together and take these scammers to court. I was fine after queueing to get my car washed, vacummed and dry. AFter that I filled it with petrol. It took me 1h 30 min which is not unreasonable and I got fined for staying longer. I will never put a foot againg on these place",2022-05-12T20:24:46.910Z
Shell 290 Willesden Ln London NW2 5HS,3.6,Nnenna Kalu,5,Very well stocked up not to busy & always nice,2022-05-12T21:11:27.718Z
Shell Recharge Charging Station 923-931 Fulham Rd. London SW6 5HY,3.9,Julia Zawadzka,3,"Very nice place to catch up with my work. The coffee is amazing; waiter Mohammed is very polite, welcoming and has a positive attitude but the Wi-Fi is poor would be better if it worked properly.",2022-05-13T15:41:31.711Z
Shell 22-24 Lower Richmond Rd. Richmond TW9 4LH,3.4,Richard Christie,3,"This petrol station no longer has a car wash, despite what it says on the link to the official Shell website above. No car wash anymore.",2022-05-13T16:28:41.000Z
Shell Chertsey Rd Addlestone KT15 2ED,3.5,Scott Lloyd,2,"The service during the day time from the staff is fine nothing to s!y no problems 5star!!

However during the night especially when ""Johnnson"" is working, the service is disgusting. You'll get ignored whilst he stocks the shelves, washes stuff in the sink the wipes hands on trousers and serves customers. Honestly the list could go on nd on. Every time I stop here at night I dread it. If this wasn't the only place open at night believe me I wouldn't use this station!",2022-05-14T00:16:06.550Z
Shell 65 E Barnet Rd London Barnet EN4 8RN,3.1,Gideon Elichaoff,1,"I have used this petrol station for more than a decade and only buy Shell Nitro petrol for both my car and motorcycle. The staff have always been friendly and professional except when I filled my motorcycle up last Friday the 13th of May. On this occasion when paying the cashier, whose name was Kumar, he was hostile and when I looked displeased he shouted through his PA system “do you have a problem” in an aggressive manner when leaving. It was a most unpleasant experience and I will be making a formal complaint to the branch manager and to Shell’s head office where I have long established contacts.",2022-05-15T20:58:50.875Z
